GDP251  ,GDP252  ,GDP253  ,GDP254  ,GDP255  ,GDP256  ,GDP257  ,GDP258  ,GDP259  ,GDP260  ,GDP261  ,GDP263  ,GDP264  ,GDP265  ,GDP266  ,GDP267  ,GDP268  ,GDP269  ,GDP270  ,GDP271  ,GDP272  ,GDP273  ,GDP274  ,GDP275  ,GDP276  ,GDP277  ,GDP278  ,GDP279  ,GDP280  ,GDP281  ,GDP282  ,GDP284  ,GDP285  ,GDP286  ,GDP287  ,GDP288  ,GDP289  ,GDP290  ,GDP291  ,GDP292  ,LBOUT   ,LBPUR7  ,LBMNU   ,LBLCPU  ,GDP272A,GDP273A,GDP274A,GDP274_1,GDP274_2,GDP274_3,GDP275A,GDP275_1,GDP275_2,GDP275_3,GDP275_4,GDP276A,GDP276_1,GDP276_2,GDP276_3,GDP276_4,GDP276_5,GDP276_6,GDP276_7,GDP276_8,GDP277A,GDP278A,GDP279A,GDP280A,GDP281A,GDP282A,GDP284A,GDP284_1,GDP284_2,GDP285A,GDP285_1,GDP285_2,GDP286A,GDP287A,GDP288A,IPS10   ,IPS11   ,IPS299  ,IPS12   ,IPS13   ,IPS18   ,IPS25   ,IPS32   ,IPS34   ,IPS38   ,IPS43   ,IPS307  ,IPS306  ,PMP     ,UTL11   ,CES275  ,CES277  ,CES278  ,CES275R  ,CES277R  ,CES278 R ,CES002  ,CES003  ,CES006  ,CES011  ,CES015  ,CES017  ,CES033  ,CES046  ,CES048  ,CES049  ,CES053  ,CES088  ,CES140  ,LHEL    ,LHELX   ,LHEM    ,LHNAG   ,LHUR    ,LHU680  ,LHU5    ,LHU14   ,LHU15   ,LHU26   ,LHU27   ,CES151  ,CES155  ,HSBR    ,HSFR    ,HSNE    ,HSMW    ,HSSOU   ,HSWST   ,FYFF    ,FYGM3   ,FYGM6   ,FYGT1   ,FYGT5   ,FYGT10  ,FYAAAC  ,FYBAAC  ,Sfygm6,Sfygt1,Sfygt10,sFYAAAC  ,sFYBAAC  ,FM1     ,MZMSL,FM2,FMFBA   ,FMRRA   ,FMRNBA  ,BUSLOANS,CCINRV  ,PI071   ,PI072   ,PI073   ,PI074   ,CPIAUCSL,CPILFESL,PCEPILFE,PWFSA   ,PWFCSA  ,PWIMSA  ,PWCMSA  ,PWCMSAR ,PSCCOM  ,PSCCOMR ,PW561   ,PW561R   ,PMCP    ,EXRUS   ,EXRSW   ,EXRJAN  ,EXRUK   ,EXRCAN  ,FSPCOM  ,FSPIN   ,FSDXP   ,FSPXE   ,FSDJ    ,HHSNTN  ,PMI     ,PMNO    ,PMDEL   ,PMNV    ,MOCMQ   ,MSONDQ  
0.016807,0.015385,0.018849,0.012545,0.016717,0.039613,-0.0052771,-0.017383,-0.0085777,-0.02238,0.024993,0.019513,0.014943,0.004478,-0.0081165,0.019342,0.010031,0.016557,0.0096592,0.017021,0.0006948,-0.00052676,-0.00025082,-0.00086203,-0.00013695,-8.10E-05,-9.32E-05,0.0025696,-0.00016904,0.0047253,-0.0085308,0.013552,0.00036543,-0.00014798,0.0032959,-0.0033406,-0.00012306,-0.00053019,0.00030529,0.00069527,0.010228,0.0069786,0.0096523,0.0075472,0.0006948,-0.00052676,-0.00025082,0.004899,-0.0030943,-0.0064133,-0.00086203,-0.00094668,0.0032434,-0.0078402,0.00033437,-0.00013695,0.00090159,-0.0017505,0.00050212,-0.0036998,-0.0022533,-0.00037711,-0.0037442,0.00088954,-8.10E-05,-9.32E-05,0.0025696,-0.00016904,0.0047253,-0.0085308,0.013552,0.02033,-0.0073335,0.00036543,-0.00047209,0.0021247,-0.00014798,0.0032959,-0.0033406,0.013431,0.0080101,0.0062717,0.0096318,0.016461,0.0073461,0.010282,0.021605,0.020315,0.035468,0.012562,0.0093549,0.0086301,58.333,87.283,-0.0059577,-0.0090757,-0.0098742,0.0065972,0.0037244,0.0053199,0.0088896,0.0086244,0.023394,0.015683,0.0071383,0.0063735,0.0083444,0.0090077,0.0089127,0.009472,0.013132,0.0086608,0.0088453,2.3333,0.13667,0.011219,0.01311,-0.16667,-0.6,-0.012739,-0.046877,-0.17278,-0.15377,-0.20372,40.333,0.066667,7.1658,7.2832,5.3891,5.8916,6.3705,5.6699,1.1933,0.47,0.40667,0.47,0.23,0.13333,0.12667,0.19333,0.13333,0.42333,0.22333,0.51,1.28,0.0039177,0.0025415,-0.00065473,-0.0017237,-0.0083242,-0.010393,0.0020587,0.019762,-0.00052685,-0.00017977,-0.00098689,-0.00014118,-9.50E-05,-0.0019961,0.00017148,0.0017722,0.0045543,-0.0041192,-0.0063694,-0.011374,-0.028291,-0.027389,0,-0.011336,70.367,-0.0010205,-0.0038476,6.44E-05,-0.0058915,-0.0030817,0.067483,0.074173,-0.18667,0.99333,0.052621,-3.0667,55.6,58.333,49.433,54.633,0.0079094,-0.21959
0.0066979,0.018616,0.044632,0.015463,0.013052,-0.033104,0.014546,0.012811,-0.0067031,0.024018,0.017731,0.057114,0.058372,0.0021489,-0.0085116,0.014265,0.01393,0.0068185,0.014181,0.0069408,-0.0017251,0.00031228,0.0022614,0.00064735,-0.00065368,-0.0034378,-0.0035697,-0.0011311,-0.0049279,0.00068369,-0.0083077,-0.032765,-0.0058556,0.0013389,0.0060151,-0.0037315,-0.0013269,-0.00010646,-0.00052779,-0.0017266,0.00015417,0.003086,0.006898,0.017499,-0.0017251,0.00031228,0.0022614,0.003011,-0.0019556,0.01119,0.00064735,0.00033149,-0.0011551,0.0098717,-0.0026069,-0.00065368,-0.0009962,-0.0037248,0.00049908,-0.0072387,-0.0016653,-0.0025219,-0.00093272,0.0029246,-0.0034378,-0.0035697,-0.0011311,-0.0049279,0.00068369,-0.0083077,-0.032765,-0.043543,-0.0016303,-0.0058556,-0.007919,0.0020752,0.0013389,0.0060151,-0.0037315,0.0076518,0.0092647,0.0096234,0.012746,0.013979,0.012084,0.0032996,0.0050306,-0.0066031,0.029457,0.0059602,0.0069384,0.012944,56.533,86.68,-0.0045896,0.0031977,-0.0036709,0.0015769,0.0067922,0.0011164,0.0087639,0.0051273,0.0072343,0.010385,0.0040615,0.002813,0.0060252,0.010844,0.010154,0.0093729,0.011923,0.012698,0.009931,3,0.093333,0.0019818,0.0029215,-0.033333,0.033333,0.014191,-0.016688,0.00083787,0.0053476,-0.006734,40.4,0.1,7.2359,7.3271,5.562,5.8898,6.4243,5.6443,-0.036667,-0.32333,-0.35667,-0.43333,-0.33333,-0.28333,-0.17667,-0.16,0.1,0.31333,0.26333,0.61667,1.4033,0.0023283,0.0013082,0.0028967,0.0026537,0.023753,0.060916,-0.00027329,-0.00075651,0.00031231,0.0021916,0.00089723,-0.00083101,0.0037236,0.0035528,-0.00058026,-0.00098782,-0.0019145,0.0020037,0.0073801,-0.0034428,0.0042723,-0.022599,0.0072728,-0.0035047,71.267,-0.0018937,-0.0046368,-0.0064919,-0.00098995,-0.0093024,0.019131,0.016337,-0.03,-0.096667,0.0023739,-0.5,52.867,54.567,50.7,50.8,0.00017702,0.07936
0.0042633,0.0043135,-0.0069687,-0.00021923,0.012579,0.010087,0.024174,0.029104,0.020323,0.033792,0.012381,-0.013012,-0.0081331,0.00066028,-0.0063765,0.0085069,0.0063644,0.0043396,0.0064778,0.0039825,0.0042532,0.00070922,0.00075794,0.00062626,0.00090901,0.01596,0.016514,0.0071044,0.017156,0.0015927,0.038485,0.019104,0.0057872,0.0027432,-0.0040415,0.0095227,0.0042814,0.0039312,0.0035506,0.0042565,-0.0015427,0.0074188,0.0061539,0.021609,0.0042532,0.00070922,0.00075794,0.00053906,0.0010116,0.0013982,0.00062626,0.0027974,-0.0029397,-0.0057314,0.002444,0.00090901,0.00088959,0.0027819,-0.0020154,0.0072689,0.005053,-0.00098359,-0.0020306,-0.00027466,0.01596,0.016514,0.0071044,0.017156,0.0015927,0.038485,0.019104,0.024692,0.0042823,0.0057872,0.0091129,-0.0060285,0.0027432,-0.0040415,0.0095227,0.015051,0.015685,0.014345,0.019639,0.042652,0.0091503,0.02249,0.013764,0.020401,0.0093851,0.017756,0.024928,0.002678,60.5,87.113,0.007317,0.0038618,0.0077909,0.0078473,0.0095948,0.0083334,0.010507,0.0071165,-0.02487,0.023313,0.0050628,0.0054241,0.0044952,0.011036,0.010643,0.0088287,0.012157,0.014563,0.0062362,4.6667,0.18,0.0052163,0.0058037,-0.13333,-0.066667,-0.042109,-0.0042159,-0.087468,-0.11429,-0.043735,40.333,0.16667,7.2551,7.3667,5.3706,5.9375,6.5127,5.7505,-0.026667,0.39,0.39333,0.32667,0.25,0.31,0.16667,0.16333,0.10333,0.25,0.18333,0.47333,1.2567,0.0020202,0.0034998,0.0036766,0.00020015,-0.0057115,-0.023396,0.0064014,0.0065376,0.00098096,0.00089703,0.00050122,0.0010803,-0.0011181,0.00071236,0.00087093,-0.0018633,-0.0009672,0.00096585,0.014439,0.010137,0.047979,0.024507,-0.0072728,-0.011813,72.367,-0.0013247,-0.00077489,-0.0044663,-0.0012283,0,0.051654,0.052538,-0.10333,0.34333,0.06293,2.2,56.667,58.833,57.533,44.7,0.047614,0.036038
0.015566,0.011129,0.018313,0.0096008,0.010312,0.06376,0.031222,0.029242,0.015147,0.037271,0.035402,-0.12804,-0.099029,0.0011544,-0.0054189,0.0082141,0.010257,0.017172,0.011768,0.015512,-0.0040859,-0.001331,-0.0039847,-0.0026653,0.00087553,-0.011355,-0.012076,-0.0088309,-0.011274,-0.0074757,-0.020301,0.0082389,-0.0033351,-0.0079424,-0.012675,-0.0027998,-0.0037216,-0.0049758,-0.0041981,-0.0040893,0.0036986,0.00076433,0.0092985,0.0047044,-0.0040859,-0.001331,-0.0039847,-0.0069478,-0.0012182,-0.0034126,-0.0026653,-0.0062791,0.00080545,0.0086884,-0.0029749,0.00087553,0.000407,-0.00046924,0.0030103,-0.0038044,0.0058483,-0.0016411,-0.00047657,0.0032369,-0.011355,-0.012076,-0.0088309,-0.011274,-0.0074757,-0.020301,0.0082389,0.011051,-0.00048319,-0.0033351,-0.0021151,-0.0046826,-0.0079424,-0.012675,-0.0027998,0.019257,0.017038,0.013741,0.01369,0.012303,0.01369,0.024244,0.022297,0.021759,0.027104,0.018543,0.035128,-0.0043759,58.333,87.687,-0.0014074,-0.0028644,-0.004802,0.0080447,0.0082954,0.0044162,0.010397,0.009782,0.022316,0.017556,0.0080152,0.012435,0.0010273,0.010192,0.0075541,0.0062401,0.0097331,0.013257,0.0084641,2.6667,0.07,0.00869,0.0096032,0,-0.26667,-0.0060698,0.021317,-0.041051,0.025094,-0.15494,40.333,-0.1,7.2889,7.4256,5.5632,6.1485,6.4963,5.6583,0.65,0.50667,0.55667,0.52667,0.55667,0.40667,0.45667,0.35,0.15333,0.27,0.083333,0.52333,1.2,-0.0034512,-0.0040238,-0.0059772,-0.0012358,-0.013889,-0.029941,0.0098298,-0.0029854,-0.0016055,-0.0041911,-0.0027862,0.00053297,-0.00014957,-0.001094,-0.00073269,-0.00093368,-0.0018425,0.0068918,-0.018741,-0.0078489,0.016718,0.041993,0.012005,0.0011019,78.7,0.001084,0.003096,-0.0006982,0.00099117,0.0031104,-0.04153,-0.043815,0.18,-0.76667,-0.0371,4.4667,56.333,57.2,61.4,46.033,-0.0060096,0.086682
0.0028754,0.0062235,-0.002947,0.0049821,0.010804,-0.0079411,0.0041659,0.010986,0.0081661,0.012121,-0.010875,0.20226,0.17959,-0.0042947,-0.01621,0.0081471,0.0049589,0.0018605,0.0037155,0.0026055,0.0037628,0.0030985,0.0022228,0.0056874,0.00084061,0.00019181,0.00019468,0.0022181,0.0023234,0.0023847,-0.0041803,-0.013491,-1.69E-05,0.0089783,0.013378,0.0046283,0.0030013,0.0042559,0.0038769,0.0033802,-0.0010773,0.00038195,0.0092129,0.024112,0.0037628,0.0030985,0.0022228,0.0041831,0.0018077,-0.00067583,0.0056874,0.00888,-0.0018303,0.0068873,0.0036382,0.00084061,0.0008556,-6.34E-05,0.0049678,-0.0030356,-0.0023534,0.0046203,0.0035946,-0.00136,0.00019181,0.00019468,0.0022181,0.0023234,0.0023847,-0.0041803,-0.013491,-0.01995,0.0048934,-1.69E-05,-0.0024848,0.0063647,0.0089783,0.013378,0.0046283,0.0044096,-0.001196,-0.0030552,-0.0086528,-0.021024,-0.0037807,0.015449,0.012521,0.0050449,0.020293,0.0030293,0.0078922,0.022441,56.1,86.943,0.00070978,0.017884,-0.0013046,0.0059271,0.023104,0.00027537,0.010204,0.0070559,-0.0045129,0.018631,0.0052124,0.0050947,0.0053994,0.010672,0.011901,0.0086071,0.012167,0.013084,0.0061455,0,-0.046667,0.0056686,0.0066038,0.033333,-0.13333,0.066046,-0.085434,0.083115,0.099806,0.050881,40.467,0,7.2245,7.3428,5.5188,5.8636,6.3925,5.8493,1.76,0.10333,0.096667,0.21,0.19667,0.17667,0.18667,0.21,0.14667,0.37667,0.15667,0.53333,1.2333,-0.00989,-0.008239,-0.0081666,-0.0052654,0.0015321,-0.013274,-0.0065016,-0.0015781,0.0030981,0.002497,0.0058097,0.0010119,0.0035204,0.0024464,0.00098713,0.0088287,0.0097273,-0.009002,0.037088,0.028177,-0.0072122,0.033798,0.02547,0.025611,79.667,0.0012632,0.0015444,0.0014052,0.00032087,0.006192,0.0073048,0.013512,-0.0066667,-0.013333,-0.0014204,-5.1667,55.8,54.9,65.267,49.233,-0.0016994,0.014686
0.0062451,0.0047827,-0.0029557,0.0015114,0.0098025,0.022895,0.016864,0.026718,0.046351,0.016431,-0.0081809,-0.023888,-0.013099,0.0013234,0.00067598,0.0021906,0.0049344,0.0066164,0.0055475,0.0059671,0.00095752,-0.00016255,-0.0024901,0.00051163,-0.00067658,-0.0021394,-0.002215,0.001163,-0.0027315,0.0028939,-0.010684,0.011838,0.0032366,0.0062114,0.014135,-0.0027773,0.0013554,0.0005975,0.00060008,0.0013491,0.0024608,0.004065,0.0047791,0.01756,0.00095752,-0.00016255,-0.0024901,-0.003003,-0.0020122,-0.0037555,0.00051163,0.0041412,0.00096686,-0.020675,0.0015113,-0.00067658,0.0021943,0.00032948,-7.13E-05,0.00091278,-0.0032105,-0.0043948,-0.0016303,-0.002258,-0.0021394,-0.002215,0.001163,-0.0027315,0.0028939,-0.010684,0.011838,0.016489,-0.0013309,0.0032366,0.0020186,0.0062604,0.0062114,0.014135,-0.0027773,0.01197,0.0091332,0.012006,0.018698,0.021389,0.017463,0.015069,0.016181,0.022335,0.011348,0.010365,0.043036,0.020899,53.367,86.863,0.0016685,-0.014209,0.0062994,0.0079335,0.0092112,0.0074064,0.008081,0.0057191,0.018863,0.0095966,0.0044182,0.0055337,0.0026425,0.0085553,0.0087024,0.0093077,0.010132,0.013206,0.005515,-1.6667,-0.16,0.0070366,0.0086632,0.13333,0.066667,0.020748,0.17479,0,-0.078175,0.13874,40.267,-0.066667,7.1593,7.2521,5.0938,5.8702,6.3433,5.7859,0.65667,0.82667,0.90667,1.08,0.67333,0.50333,0.17667,0.33,0.22667,0.63,-0.16667,0.20667,1.06,-0.0035256,-0.0052005,-0.0024274,-0.00064541,-0.0030932,0.03629,-0.019205,-0.0088807,-0.00029363,-0.0026271,0.00039375,-0.00084128,-0.0020454,-0.0019683,-0.00054707,-0.0036834,-0.0063307,0.0019309,-0.027452,0.001378,-0.017249,0.017104,-0.037475,-0.011456,82.833,0.0045882,-0.0030912,0.0020253,-0.001312,0,-0.073518,-0.07062,0.24333,-0.80333,-0.10727,-5.0333,54,50.567,68.3,49.867,0.013347,-0.0065672
-0.0046802,0.0078278,-0.0049456,0.0060228,0.013506,-0.054913,-0.025594,-0.0055659,-0.0073058,-0.0051987,-0.075872,0.033853,-0.011166,-0.014822,-0.027286,-0.0019713,0.00025903,-0.0071476,-0.0023737,-0.0046668,-0.0020803,-0.00093579,0.0013911,-0.0026531,-0.00016503,0.0048265,0.0043914,0.0018644,0.0056691,-6.74E-05,0.010894,0.0091777,0.018318,-0.008258,-0.016519,0.00064244,-0.002095,-0.0013445,-0.0013541,-0.0017077,-0.0026148,0.0041748,-0.0030014,0.024019,-0.0020803,-0.00093579,0.0013911,0.0050247,-0.00060682,-0.0052137,-0.0026531,-0.0030844,-0.0019245,-0.00050615,-0.0021334,-0.00016503,-0.00011848,0.0018737,0.0033437,0.00024961,0.003629,0.0031281,0.0013022,-0.0026318,0.0048265,0.0043914,0.0018644,0.0056691,-6.74E-05,0.010894,0.0091777,0.013899,-0.0035221,0.018318,0.027836,-0.0076028,-0.008258,-0.016519,0.00064244,-0.0063507,-0.0096918,-0.01257,-0.010584,-0.027559,-0.0034328,-0.0083109,-0.00059742,-0.0107,0.003104,-0.0081824,0.0035722,0.023552,51.567,85.203,-0.0033567,0.0047835,-0.0067239,0.0050852,0.01491,0.0010926,0.00302,-0.0056463,0.007588,0.0061661,-0.0083159,-0.012715,-0.0013436,0.0082065,0.008295,0.0085336,0.0093197,0.008612,0.0070655,-0.66667,-0.02,0.0053894,0.007019,0,-0.033333,-0.0074037,-0.0075931,0.032762,0.087368,-0.060909,40.2,-0.1,7.0795,7.1796,5.1378,5.6228,6.2903,5.7879,-0.043333,0.33,0.35333,0.24667,0.46333,0.44,0.40333,0.45667,0.25,0.54667,-0.056667,0.17,1.0767,0.0035908,0.0039197,0.0022397,0.0076993,0.027843,0.026791,6.96E-05,-0.002274,-0.0010622,0.001189,-0.0021844,0.00016438,0.0015961,-0.00018994,-0.00019092,0.0033386,0.0068379,0.005756,0.0084405,0.0099468,-0.016724,0.00057366,0,-0.011162,83.1,-0.0078698,0.0015468,-0.0034491,0.0033604,-0.0030912,-0.001978,0.0011889,0.04,-0.62333,-0.013463,-6.4,53.267,50.167,65.9,53.767,-0.017139,-0.10773
-0.001826,0.0058309,-0.018009,0.010241,0.0092889,-0.032267,-0.0038197,-0.0060649,-0.0078522,-0.0044776,0.0018639,0.0084627,-0.002811,-0.0053836,-0.019872,0.0091664,0.0025867,-0.0023939,0.0021103,-0.0015605,0.0013268,-0.00013606,-0.0044649,0.0015839,0.00032071,-0.005567,-0.0054524,-0.0016035,-0.0089799,0.0028006,-0.015674,-0.023818,-0.015416,0.01183,0.019208,0.0047325,0.0013342,0.0017307,0.0017402,0.00094784,0.0043031,0.0025218,-0.0039702,0.01541,0.0013268,-0.00013606,-0.0044649,-0.007706,-0.0019595,0.00050661,0.0015839,0.0028077,-0.0028026,-0.0010139,0.0026753,0.00032071,-0.00011594,-0.0039494,-0.0049605,-0.0026159,0.013205,-0.0009527,-0.0026526,-0.0030013,-0.005567,-0.0054524,-0.0016035,-0.0089799,0.0028006,-0.015674,-0.023818,-0.021856,-0.029772,-0.015416,-0.022214,0.00412,0.01183,0.019208,0.0047325,-0.024554,-0.018206,-0.018786,-0.012742,-0.059196,0.006147,-0.02086,-0.03342,-0.066971,-0.0059867,-0.029523,0.015261,0.0087292,47.1,81.87,-0.0022229,-0.0028719,-0.0022609,0.0030387,0.012036,-0.0010926,0.0012599,-0.0071434,-0.010112,-0.0042578,-0.0075874,-0.012372,-9.27E-05,0.0066996,0.0054684,0.006685,0.0051269,0.011019,0.0069893,-7.3333,-0.44,0.0026056,0.002916,0.6,0.2,0.14014,0.17121,0.1965,0.21659,0.15828,39.967,-0.26667,7.0067,7.1199,5.3487,5.5228,6.2324,5.5872,-0.36667,-0.14333,-0.41,-0.34667,0.066667,0.07,0.42667,0.38333,-0.016667,0.34333,0.15667,0.52667,1.39,0.0025325,-0.0064447,-0.0048821,-0.0042115,-0.02722,-0.01807,-0.0086305,-0.0025998,0.00038241,-0.0040606,0.00123,-4.49E-06,0.0006469,0.0014902,-0.00069552,-0.005296,-0.0087583,-0.00111,-0.013572,-0.0029078,0.009059,0.010324,0,-0.010486,74.3,-0.0021736,-0.0015468,-0.00054029,0.0037653,-0.0062112,-0.060934,-0.064083,0.22667,-0.85333,-0.061461,-4.2,47.667,45.6,54.967,50.067,-0.060526,-0.022261
0.001826,0.0046955,0.010545,0.0021204,0.0054747,0.0036371,-0.022055,-0.0056312,-0.010234,-0.0029963,-0.068893,0.043291,0.019513,-0.013074,-0.031909,0.0054165,-0.00181,0.00053248,-0.0034314,0.0020801,0.00054201,-0.00089311,0.0018063,-0.0018829,-0.0006444,0.01399,0.01504,0.0066085,0.020634,-0.0018906,0.037564,0.020652,0.0014461,-0.010703,-0.020159,-0.0013996,0.00054419,-0.00057862,-0.00095825,0.00054227,0.012193,0.0027666,-0.013256,0.0011534,0.00054201,-0.00089311,0.0018063,0.0050066,0.00089288,-0.0059261,-0.0018829,-0.0067503,-0.001949,0.021999,-0.0017111,-0.0006444,-0.00011348,0.0053116,0.0013941,0.0081499,-0.01861,0.0035862,0.0016515,-0.00010749,0.01399,0.01504,0.0066085,0.020634,-0.0018906,0.037564,0.020652,0.015108,0.034774,0.0014461,-0.001279,0.0068692,-0.010703,-0.020159,-0.0013996,-0.0055218,0.00024385,-0.00065698,0.010922,0.017846,0.0080986,-0.0004486,-0.014079,-0.028224,-0.0053259,-0.0078887,0.017479,-0.004738,46.8,80.473,0.0026569,-0.0019733,0.0030033,0.0065524,0.010766,0.0024567,-0.0048668,-0.01599,-0.0058955,-0.0069236,-0.017913,-0.02189,-0.011753,0.0044439,0.000708,0.0012985,0.00098465,0.0074053,0.011182,-7.6667,-0.34,-0.001838,-0.0032977,0.6,0.4,0.10277,0.15525,0.25402,0.22776,0.30354,39.633,-0.23333,7.1634,7.1801,5.2764,5.6204,6.3362,5.624,-0.69333,-0.53333,-0.36667,-0.1,0.04,0.34667,0.24667,0.22,0.15,0.77667,1.0367,0.42667,1.2633,-0.0031635,-0.0071502,0.0030331,0.0019085,0.00056752,-0.0069139,-0.0034628,-0.0074182,-0.00089889,0.0014703,-0.0021095,-0.0003234,-0.0019722,0.0030653,-0.00029358,-0.006864,-0.006867,-0.0048545,-0.011367,-0.013948,-0.033765,-0.023131,0,-0.010161,75.733,-0.0041489,0.00077369,0.0024941,-0.00047162,-0.0093897,-0.11336,-0.11585,0.41,-0.52,-0.068396,-3.5333,47.767,48.067,60.667,43.333,-0.0022698,-0.14747
0.0088221,0.0087792,0.0024944,0.0065449,0.012281,0.0168,0.017452,0.0051631,0.0036436,0.0059836,0.051991,-0.0033681,-0.0020725,0.0044338,-0.014735,0.022223,0.0087607,0.0090091,0.0089498,0.0085349,-0.0063293,-0.00086608,0.0039821,-0.0041842,-0.00015286,-0.0245,-0.025608,-0.011401,-0.028457,-0.0014885,-0.063375,-0.021709,0.012415,0.00016856,0.0040269,-0.0039619,-0.0063696,-0.00461,-0.0038887,-0.0066958,0.01742,0.0066337,-0.0050167,0.0014399,-0.0063293,-0.00086608,0.0039821,0.0089959,-0.0027258,0.0061805,-0.0041842,-0.004259,0.0022757,-0.023438,-0.00011124,-0.00015286,-0.0001111,0.0021275,0.004206,-0.00019914,0.005253,-0.0048044,0.0015914,0.00035628,-0.0245,-0.025608,-0.011401,-0.028457,-0.0014885,-0.063375,-0.021709,-0.029604,0.0027567,0.012415,0.02024,-0.0074641,0.00016856,0.0040269,-0.0039619,-0.0035659,-0.010047,-0.013481,-0.0068375,-0.014569,-0.0036891,-0.015981,0.0065584,0.0031756,0.0045173,-0.0070746,0.021128,0.00096981,49.767,79.17,-0.00029561,0.0072036,0.0018614,0.0070088,0.019165,0.0059799,-0.0038316,-0.012607,0.0087481,-0.0024713,-0.015217,-0.021508,-0.0055983,0.0019043,0.0029681,0.0023583,0.0021628,0.00453,0.0028613,-5,-0.18667,-0.00025013,0.00099845,0.4,0.4,0.031173,0.12591,0.15261,0.15211,0.1535,39.467,-0.1,7.2308,7.302,5.3845,5.6687,6.4641,5.8111,-1.1767,-0.35,-0.32,-0.51667,-0.29,-0.25333,0.08,0.43333,0.18,0.61,1.1333,0.76,1.95,0.0056786,0.024963,0.015612,-0.0026054,0.013072,0.0051764,0.01869,0.0075138,-0.0012475,0.0041168,-0.0038417,-0.00031336,-0.0036007,-0.0051812,0.00078575,0.0033927,0.004268,0.0027743,0.0018868,-0.012922,-0.0084248,-0.032381,-0.013889,-0.024842,70.533,-0.0095441,-0.001548,-0.00028818,-0.0061095,-0.035204,-0.005825,-0.0041218,0.0066667,0.56,0.019219,2.5,46.967,49.5,47.467,45.467,-0.00018181,0.036099
-0.010648,-0.0030092,-0.07499,0.0079648,0.0079164,-0.060079,0.00076864,-0.038173,-0.011305,-0.054399,0.10016,0.0094024,0.0151,0,-0.0053333,0.005059,-0.0020544,-0.010607,-0.0015736,-0.011136,0.0045887,0.0032543,0.010179,0.0019567,0.0026312,0.015033,0.014954,0.0077386,0.013826,0.0042993,0.034671,0.0056519,-0.014319,-0.002382,-0.0055601,0.00013778,0.0046164,0.0039302,0.0032114,0.0053157,-0.0059728,-0.0036243,-0.0077134,0.019379,0.0045887,0.0032543,0.010179,0.016804,0.0038225,0.011951,0.0019567,-0.0011778,0.0031304,0.024168,-0.0020235,0.0026312,0.0020394,0.0064712,0.011479,0.0034593,0.00057561,0.0003921,0.001184,0.0039885,0.015033,0.014954,0.0077386,0.013826,0.0042993,0.034671,0.0056519,0.0096724,-0.0053892,-0.014319,-0.01879,-0.0024646,-0.002382,-0.0055601,0.00013778,-0.021829,-0.020318,-0.023931,-0.01086,-0.05012,0.0042734,-0.048099,-0.023783,-0.058764,0.0013858,-0.025837,0.0025309,0.023496,43.133,76.437,-0.0049132,-0.012347,-0.011351,-0.0007486,0.0033119,-0.0092568,-0.0088325,-0.027421,0.0049726,0.0041154,-0.035138,-0.051046,-0.011482,0.0039133,-0.00075298,-0.0014904,0.0032978,0.0077851,0.0083272,-4,-0.17333,0.00034338,0.0016752,0.66667,0.4,0.079796,0.14507,0.24163,0.2424,0.24023,39.267,-0.26667,7.3846,7.4423,5.4931,5.8522,6.6107,5.9216,-1.1367,-0.97333,-1,-1.29,-0.97,-0.60667,-0.31333,-0.13333,0.15333,0.29333,1.5,1.0533,2.4233,0.0046783,0.0086547,0.0041902,0.00085418,0.00040593,0.041267,-0.009747,-0.0055636,0.0033806,0.010245,0.0017313,0.0027854,0.0041126,0.003029,0.0032456,0.0050204,0.0025232,-8.80E-05,-3.61E-06,-0.016047,-0.010197,-0.045756,0.039207,0.010921,66.8,-0.0017172,0.0038655,-0.0022245,0.00065588,-0.0032626,0.090906,0.092443,-0.39,0.88667,0.065626,-2.4,42.5,46.4,38.1,45.467,-0.034076,-0.0063104
